img_id,pipeline,caption_bytes,ssim,psnr,lpips,clip_i,clip_t_orig,cmsc,safe
05_02_0002,D_ControlNet,500,1.954,7.826,0.5747,73.047,25.195,24.023,False
05_02_0003,D_ControlNet,499,9.877,9.278,0.6866,62.5,24.609,21.094,False
05_02_0004,D_ControlNet,500,3.828,9.366,0.6415,61.328,20.215,19.531,False
05_02_0005,D_ControlNet,500,6.262,8.652,0.6336,61.719,22.852,21.973,False
05_02_0006,D_ControlNet,500,10.016,9.081,0.59,55.859,22.656,14.746,False
05_02_0007,D_ControlNet,500,9.155,9.152,0.7568,51.953,24.316,24.121,False
05_02_0008,D_ControlNet,500,10.69,10.02,0.638,68.75,23.535,29.297,True
05_02_0009,D_ControlNet,499,18.312,11.023,0.7576,67.188,30.859,31.055,True
05_02_0010,D_ControlNet,500,13.219,11.159,0.7482,62.891,22.852,21.777,False
05_02_0011,D_ControlNet,500,4.192,7.366,0.6598,57.812,24.707,18.359,False
05_02_0012,D_ControlNet,500,10.571,9.247,0.7969,58.984,21.582,21.973,False
05_02_0013,D_ControlNet,500,16.122,11.842,0.5738,69.922,27.93,32.422,True
05_02_0014,D_ControlNet,500,6.769,10.006,0.642,63.672,25.977,25.977,False
05_02_0015,D_ControlNet,500,5.616,8.367,0.6764,55.078,20.801,18.359,False
05_02_0016,D_ControlNet,495,30.448,13.14,0.6494,68.75,22.852,21.582,False
05_02_0017,D_ControlNet,466,11.064,8.909,0.609,70.703,26.758,25.195,False
05_02_0018,D_ControlNet,500,12.373,10.531,0.8281,57.031,25.0,26.758,False
05_02_0019,D_ControlNet,500,8.092,9.44,0.623,53.125,23.242,23.047,False
05_02_0020,D_ControlNet,499,14.046,11.345,0.8,69.531,24.023,28.125,True
05_02_0021,D_ControlNet,500,12.424,9.794,0.6322,66.797,25.391,27.148,False
05_02_0022,D_ControlNet,500,8.452,10.367,0.6221,73.828,21.973,31.836,True
05_02_0023,D_ControlNet,500,11.052,8.502,0.641,57.812,24.707,19.727,False
05_02_0024,D_ControlNet,500,11.194,9.825,0.625,57.422,17.285,19.922,False
05_02_0025,D_ControlNet,500,6.627,8.512,0.5341,58.984,25.586,18.555,False
05_02_0026,D_ControlNet,500,8.393,8.801,0.6367,53.516,12.158,19.824,False
05_02_0027,D_ControlNet,500,15.799,10.843,0.6315,71.875,24.316,29.492,True
05_02_0028,D_ControlNet,500,13.195,10.422,0.5922,70.703,22.266,29.297,True
05_02_0029,D_ControlNet,500,6.024,8.226,0.6941,56.25,20.215,19.629,False
05_02_0030,D_ControlNet,500,14.419,10.465,0.6606,60.938,22.363,19.629,False
05_02_0031,D_ControlNet,500,7.29,7.368,0.7295,55.469,28.516,21.875,False
05_02_0032,D_ControlNet,499,22.007,12.388,0.6834,71.484,26.562,29.297,True
05_02_0033,D_ControlNet,500,7.227,9.684,0.5392,69.531,24.316,26.172,False
05_02_0034,D_ControlNet,500,12.119,8.329,0.6977,57.031,21.777,20.312,False
05_02_0035,D_ControlNet,499,13.61,9.235,0.638,67.969,25.586,31.836,True
05_02_0036,D_ControlNet,500,11.74,10.516,0.6328,56.641,22.949,17.48,False
1,D_ControlNet,500,44.868,10.852,0.6638,80.469,22.363,23.828,False
10,D_ControlNet,500,33.954,11.198,0.6778,90.234,24.316,28.125,True
100,D_ControlNet,500,36.559,10.996,0.6848,74.609,22.852,30.078,True
101,D_ControlNet,499,40.859,11.35,0.5741,69.922,27.148,29.883,True
102,D_ControlNet,500,34.334,11.404,0.4999,65.234,15.625,18.359,False
103,D_ControlNet,481,20.946,8.905,0.7897,73.828,24.219,30.273,True
104,D_ControlNet,499,24.274,10.837,0.5811,63.281,21.875,25.977,False
106,D_ControlNet,500,20.431,8.116,0.7275,78.125,20.215,26.562,False
107,D_ControlNet,500,21.588,8.148,0.5568,82.422,28.516,23.145,False
11,D_ControlNet,500,11.076,10.493,0.6916,77.344,23.438,28.711,True
110,D_ControlNet,500,38.571,10.399,0.535,75.0,22.168,28.711,True
111,D_ControlNet,500,21.011,8.009,0.6814,73.047,22.656,25.977,False
112,D_ControlNet,500,36.788,9.828,0.5263,74.219,22.949,30.664,True
113,D_ControlNet,500,30.293,10.883,0.6683,65.625,22.363,25.0,False
114,D_ControlNet,500,41.229,11.144,0.492,92.969,26.172,28.516,True
115,D_ControlNet,500,45.403,11.801,0.5967,80.469,24.219,27.539,False
116,D_ControlNet,500,35.252,12.303,0.5181,80.859,24.512,24.121,False
117,D_ControlNet,490,46.175,13.314,0.4471,88.281,25.977,24.609,False
118,D_ControlNet,448,24.269,7.327,0.6551,86.719,25.391,30.273,True
12,D_ControlNet,498,25.962,10.41,0.7543,62.891,24.902,30.273,True
120,D_ControlNet,500,43.476,12.374,0.5693,76.562,22.949,28.516,True
121,D_ControlNet,499,31.236,9.512,0.7296,64.453,23.828,29.688,True
122,D_ControlNet,499,31.147,10.278,0.6457,89.844,23.828,24.121,False
123,D_ControlNet,500,24.616,9.577,0.8122,76.562,24.219,25.391,False
124,D_ControlNet,500,33.478,10.584,0.4865,83.984,26.367,30.469,True
125,D_ControlNet,500,34.896,12.464,0.626,60.938,24.414,29.492,True
13,D_ControlNet,460,18.582,9.518,0.7819,76.172,24.805,27.344,False
14,D_ControlNet,453,23.435,9.099,0.7835,73.828,24.902,31.641,True
15,D_ControlNet,468,34.575,14.902,0.624,76.172,23.926,27.148,False
17,D_ControlNet,500,44.009,11.0,0.6827,83.984,23.438,25.586,False
18,D_ControlNet,500,47.444,12.319,0.6126,84.375,23.047,29.883,True
20,D_ControlNet,499,26.01,8.197,0.9503,73.438,25.391,26.367,False
21,D_ControlNet,500,33.954,11.198,0.6778,90.234,24.316,28.125,True
22,D_ControlNet,500,29.021,10.847,0.8232,66.016,24.609,26.367,False
23,D_ControlNet,500,43.73,11.174,0.7059,84.766,23.145,24.902,False
24,D_ControlNet,500,39.368,9.236,0.7746,85.938,27.93,28.711,True
25,D_ControlNet,500,24.639,9.318,0.8668,68.359,23.633,26.367,False
26,D_ControlNet,499,42.367,10.607,0.6093,76.953,27.539,34.766,True
27,D_ControlNet,455,32.095,12.665,0.7524,72.656,24.609,27.148,False
29,D_ControlNet,500,10.429,8.113,0.7791,87.891,27.344,28.32,True
3,D_ControlNet,475,45.777,12.897,0.6516,89.453,25.586,29.492,True
30,D_ControlNet,500,25.991,11.232,0.6611,88.672,26.562,29.688,True
31,D_ControlNet,500,14.338,7.361,0.8044,85.156,22.949,24.316,False
32,D_ControlNet,385,21.054,12.253,0.7211,81.641,25.0,28.906,True
33,D_ControlNet,335,33.931,10.375,0.6905,84.766,25.195,27.93,False
34,D_ControlNet,500,28.171,9.604,0.7238,85.547,25.781,28.125,True
35,D_ControlNet,500,29.583,11.54,0.777,67.188,20.996,22.852,False
36,D_ControlNet,500,45.726,12.884,0.6654,82.812,23.926,28.516,True
37,D_ControlNet,499,24.302,12.307,0.7049,85.547,26.562,29.297,True
38,D_ControlNet,500,12.195,9.483,0.7559,79.297,23.926,23.828,False
39,D_ControlNet,500,33.01,11.912,0.6799,73.828,24.219,24.609,False
40,D_ControlNet,500,35.348,11.614,0.7722,70.703,23.73,28.125,True
42,D_ControlNet,500,12.195,9.483,0.7559,79.297,23.926,23.828,False
44,D_ControlNet,500,19.125,11.261,0.6456,88.672,26.953,30.469,True
45,D_ControlNet,500,22.199,12.28,0.7054,83.984,24.023,30.469,True
46,D_ControlNet,500,33.01,11.912,0.6799,73.828,24.219,24.609,False
47,D_ControlNet,500,21.929,12.131,0.7292,92.578,24.902,26.758,False
48,D_ControlNet,456,36.106,10.812,0.7736,71.094,24.609,31.055,True
49,D_ControlNet,500,26.413,12.84,0.5842,74.219,23.242,25.0,False
50,D_ControlNet,500,21.042,11.148,0.6518,70.312,22.949,25.0,False
52,D_ControlNet,500,17.343,9.818,0.6993,81.25,25.586,28.32,True
53,D_ControlNet,500,34.792,15.775,0.7203,78.516,24.219,27.539,False
54,D_ControlNet,500,50.323,13.593,0.568,78.906,24.707,23.828,False
55,D_ControlNet,500,49.969,11.934,0.6345,87.5,27.148,26.562,False
56,D_ControlNet,500,19.614,11.579,0.6406,89.453,26.562,30.859,True
57,D_ControlNet,425,21.9,10.102,0.7993,85.938,25.977,29.688,True
59,D_ControlNet,500,27.598,9.674,0.7772,75.391,26.367,28.711,True
6,D_ControlNet,498,23.332,12.084,0.6725,70.312,28.711,28.516,True
61,D_ControlNet,500,30.472,9.1,0.7743,77.344,27.344,26.758,False
62,D_ControlNet,500,22.733,12.141,0.5701,82.812,26.172,29.102,True
64,D_ControlNet,500,23.804,11.07,0.6431,57.031,23.438,29.102,True
65,D_ControlNet,500,21.329,10.22,0.6792,89.453,27.93,29.492,True
66,D_ControlNet,499,14.544,7.99,0.7793,72.656,25.195,26.758,False
67,D_ControlNet,500,18.543,11.088,0.8615,85.547,24.609,31.25,True
68,D_ControlNet,441,39.111,9.262,0.7636,85.547,27.539,29.688,True
69,D_ControlNet,500,26.597,9.166,0.7901,83.594,23.926,26.758,False
7,D_ControlNet,500,18.007,9.182,0.6768,76.172,24.121,27.93,False
70,D_ControlNet,500,30.69,9.37,0.6949,78.906,21.094,28.32,True
72,D_ControlNet,500,39.009,14.791,0.5403,87.891,26.953,29.297,True
73,D_ControlNet,500,26.413,12.84,0.5842,74.219,23.242,25.0,False
74,D_ControlNet,500,23.495,12.476,0.6537,66.797,22.461,28.516,True
75,D_ControlNet,500,28.108,10.177,0.7029,89.844,23.34,24.805,False
76,D_ControlNet,500,38.024,12.737,0.7107,75.781,26.758,30.469,True
77,D_ControlNet,500,27.479,10.825,0.6354,82.812,26.758,31.25,True
78,D_ControlNet,500,20.367,10.996,0.7522,82.031,25.195,30.273,True
8,D_ControlNet,500,20.433,9.818,0.7057,83.594,27.93,32.812,True
80,D_ControlNet,500,37.513,12.293,0.6272,73.828,24.805,30.469,True
82,D_ControlNet,487,19.078,12.509,0.6923,74.609,25.0,22.949,False
84,D_ControlNet,500,26.389,8.989,0.7388,79.688,25.781,36.914,True
85,D_ControlNet,500,23.64,11.046,0.6673,79.688,24.121,29.883,True
86,D_ControlNet,500,23.955,10.983,0.7587,78.906,23.242,24.023,False
87,D_ControlNet,437,16.013,10.781,0.7193,88.672,27.734,30.469,True
88,D_ControlNet,411,34.083,10.526,0.6778,82.422,21.191,24.902,False
9,D_ControlNet,500,31.931,10.109,0.6873,76.562,21.875,21.191,False
92,D_ControlNet,500,24.884,9.711,0.8405,73.438,29.492,35.742,True
93,D_ControlNet,500,20.804,11.375,0.6361,67.969,22.949,20.508,False
95,D_ControlNet,500,22.167,9.767,0.7904,81.641,25.0,31.445,True
96,D_ControlNet,487,19.078,12.509,0.6923,74.609,25.0,22.949,False
97,D_ControlNet,500,28.253,9.625,0.7371,68.75,25.977,33.789,True
99,D_ControlNet,380,26.009,9.972,0.847,87.5,26.758,30.859,True
w_1,D_ControlNet,500,31.62,15.59,0.4513,80.078,29.297,31.445,True
w_10,D_ControlNet,338,32.398,10.75,0.4999,75.391,28.516,28.516,True
w_100,D_ControlNet,499,30.848,11.047,0.4935,75.0,24.219,24.414,False
w_11,D_ControlNet,500,43.812,12.735,0.5391,67.188,25.977,29.492,True
w_12,D_ControlNet,500,21.431,8.589,0.5396,76.953,24.316,28.32,True
w_13,D_ControlNet,500,49.95,15.9,0.5175,64.062,21.289,27.93,False
w_14,D_ControlNet,500,41.327,15.23,0.5014,60.938,24.219,25.977,False
w_15,D_ControlNet,500,49.424,14.06,0.4966,71.094,20.41,28.125,True
w_16,D_ControlNet,500,14.661,9.575,0.5862,60.938,27.148,27.93,False
w_17,D_ControlNet,500,34.826,12.629,0.6473,53.906,19.727,28.516,True
w_18,D_ControlNet,500,29.053,11.901,0.5926,62.891,26.562,30.469,True
w_19,D_ControlNet,500,17.686,10.664,0.6203,73.828,20.703,26.953,False
w_2,D_ControlNet,499,36.103,12.071,0.4889,71.094,26.562,30.273,True
w_20,D_ControlNet,459,46.71,11.978,0.6829,64.844,19.629,26.367,False
w_21,D_ControlNet,500,32.935,10.33,0.4753,68.75,22.852,28.125,True
w_22,D_ControlNet,500,16.074,8.553,0.7118,74.219,20.215,24.121,False
w_23,D_ControlNet,500,22.12,10.486,0.5948,70.312,24.414,30.078,True
w_24,D_ControlNet,500,39.153,12.069,0.5549,66.797,25.781,25.195,False
w_25,D_ControlNet,500,17.946,10.442,0.6055,89.453,24.023,25.977,False
w_26,D_ControlNet,500,43.543,13.542,0.3447,88.281,24.316,23.73,False
w_27,D_ControlNet,500,43.325,12.204,0.5357,72.656,24.219,25.391,False
w_28,D_ControlNet,499,34.671,10.091,0.6166,75.391,28.516,29.102,True
w_29,D_ControlNet,500,33.923,11.032,0.436,85.938,23.438,22.07,False
w_3,D_ControlNet,500,21.034,11.044,0.6948,66.406,21.094,20.801,False
w_30,D_ControlNet,500,39.797,7.815,0.5795,66.016,19.922,26.758,False
w_31,D_ControlNet,500,22.716,11.522,0.7207,71.875,24.121,31.055,True
w_32,D_ControlNet,500,41.438,7.879,0.6258,67.969,24.316,25.391,False
w_33,D_ControlNet,500,30.286,13.197,0.6762,60.547,23.73,21.094,False
w_34,D_ControlNet,376,29.094,14.718,0.5434,66.797,23.633,28.906,True
w_35,D_ControlNet,500,24.924,10.402,0.6492,55.859,24.902,23.926,False
w_36,D_ControlNet,499,10.235,10.93,0.5963,65.625,23.73,25.586,False
w_37,D_ControlNet,500,20.417,10.092,0.6842,57.812,22.852,25.195,False
w_38,D_ControlNet,500,21.944,7.369,0.5787,74.219,28.906,26.758,False
w_39,D_ControlNet,479,46.924,13.522,0.4404,67.188,22.461,28.125,True
w_4,D_ControlNet,500,30.602,12.675,0.5191,73.047,24.219,27.93,False
w_40,D_ControlNet,500,43.674,10.27,0.5622,66.797,19.824,23.047,False
w_41,D_ControlNet,500,41.036,10.707,0.4684,90.625,27.539,26.367,False
w_42,D_ControlNet,500,16.804,10.552,0.4383,71.484,24.805,27.148,False
w_43,D_ControlNet,500,21.861,12.124,0.5896,76.172,24.902,28.32,True
w_44,D_ControlNet,500,21.848,11.011,0.569,64.062,21.777,24.023,False
w_45,D_ControlNet,500,27.426,14.106,0.6267,66.406,27.148,31.445,True
w_46,D_ControlNet,494,20.818,13.021,0.6572,70.312,24.121,25.0,False
w_47,D_ControlNet,500,21.699,10.712,0.6501,51.172,24.512,27.734,False
w_48,D_ControlNet,465,38.832,13.906,0.5552,66.797,22.363,26.367,False
w_49,D_ControlNet,500,36.52,12.136,0.6224,67.969,25.0,27.734,False
w_5,D_ControlNet,499,37.273,7.153,0.6295,67.578,23.242,28.906,True
w_50,D_ControlNet,500,31.131,13.644,0.5255,75.781,22.656,27.734,False
w_51,D_ControlNet,500,37.592,12.789,0.5662,53.906,20.801,24.219,False
w_52,D_ControlNet,500,25.536,7.699,0.7302,51.172,24.512,25.0,False
w_53,D_ControlNet,428,24.935,10.272,0.5862,68.75,26.953,23.242,False
w_54,D_ControlNet,311,24.071,10.376,0.6171,71.484,21.973,23.633,False
w_55,D_ControlNet,500,31.566,8.982,0.6484,71.875,32.227,30.469,True
w_56,D_ControlNet,500,21.552,11.132,0.6376,74.219,27.539,29.297,True
w_57,D_ControlNet,500,42.264,13.631,0.6317,50.781,25.0,23.242,False
w_58,D_ControlNet,500,42.839,13.982,0.5915,78.516,20.117,22.754,False
w_59,D_ControlNet,493,11.846,10.473,0.65,71.094,24.023,31.836,True
w_6,D_ControlNet,500,42.926,12.222,0.6187,72.266,27.148,27.539,False
w_60,D_ControlNet,500,36.556,10.332,0.5123,70.703,27.734,23.438,False
w_61,D_ControlNet,500,28.969,11.943,0.6029,73.438,23.145,21.875,False
w_62,D_ControlNet,499,22.745,14.001,0.5769,72.656,22.754,25.781,False
w_63,D_ControlNet,500,21.005,9.665,0.6306,70.703,20.996,25.0,False
w_64,D_ControlNet,500,17.135,12.047,0.6368,67.578,22.266,18.164,False
w_65,D_ControlNet,453,37.43,12.06,0.4946,63.281,22.461,27.734,False
w_66,D_ControlNet,499,40.06,14.878,0.4494,49.609,17.285,27.93,False
w_67,D_ControlNet,500,18.157,12.58,0.6203,71.875,23.828,28.32,True
w_68,D_ControlNet,499,20.096,10.285,0.4692,63.672,26.758,23.73,False
w_69,D_ControlNet,500,20.166,12.397,0.6345,89.062,24.902,26.172,False
w_7,D_ControlNet,500,36.444,12.15,0.5523,64.844,21.777,27.734,False
w_70,D_ControlNet,500,37.309,14.33,0.445,77.734,27.539,29.492,True
w_71,D_ControlNet,500,49.629,13.303,0.5104,67.969,26.172,26.758,False
w_72,D_ControlNet,500,21.191,13.682,0.6553,80.859,22.559,26.367,False
w_73,D_ControlNet,499,38.077,12.334,0.407,63.281,24.512,27.93,False
w_74,D_ControlNet,500,28.245,13.008,0.5236,74.219,19.629,24.219,False
w_75,D_ControlNet,500,21.073,6.884,0.5128,73.438,26.172,24.121,False
w_76,D_ControlNet,500,53.038,12.245,0.5665,80.078,22.949,24.219,False
w_77,D_ControlNet,500,26.811,13.266,0.5147,65.234,23.047,30.469,True
w_78,D_ControlNet,500,18.56,10.071,0.5481,64.062,25.977,23.438,False
w_79,D_ControlNet,500,30.073,13.089,0.55,63.281,19.531,29.688,True
w_8,D_ControlNet,373,17.624,11.781,0.5531,90.625,31.25,31.836,True
w_80,D_ControlNet,500,11.545,10.56,0.4991,76.172,22.363,26.758,False
w_81,D_ControlNet,500,11.545,10.56,0.4991,76.172,22.363,26.758,False
w_82,D_ControlNet,500,13.801,8.707,0.4412,66.406,26.953,30.078,True
w_83,D_ControlNet,499,43.315,12.602,0.523,78.906,22.754,29.102,True
w_84,D_ControlNet,500,26.534,12.955,0.4808,76.953,25.586,28.125,True
w_85,D_ControlNet,500,26.305,9.016,0.5577,71.875,23.047,24.219,False
w_86,D_ControlNet,500,32.948,12.503,0.5722,56.641,23.535,30.469,True
w_87,D_ControlNet,500,22.715,10.425,0.6014,66.797,23.34,30.664,True
w_88,D_ControlNet,500,31.475,10.308,0.6137,57.031,21.582,24.902,False
w_89,D_ControlNet,500,41.518,12.834,0.5322,67.188,23.633,24.805,False
w_9,D_ControlNet,499,33.046,14.393,0.5247,73.047,19.824,25.391,False
w_90,D_ControlNet,500,26.66,11.654,0.5326,84.766,25.586,26.172,False
w_91,D_ControlNet,500,18.189,9.833,0.5884,50.781,21.484,26.172,False
w_92,D_ControlNet,500,51.388,12.314,0.6391,70.312,29.492,29.492,True
w_93,D_ControlNet,500,16.582,9.595,0.6622,80.469,22.461,26.562,False
w_94,D_ControlNet,500,24.858,10.613,0.5412,74.609,26.562,23.73,False
w_95,D_ControlNet,500,52.679,11.412,0.5301,75.0,21.387,24.414,False
w_96,D_ControlNet,492,20.572,12.257,0.4722,79.297,22.266,19.824,False
w_97,D_ControlNet,500,46.53,10.063,0.618,75.391,23.34,25.195,False
w_98,D_ControlNet,500,37.317,13.616,0.5227,51.562,22.852,30.078,True
w_99,D_ControlNet,500,26.554,13.574,0.5476,62.5,21.68,18.164,False
